title,address,advertiser,link,terrace,m2,rooms,price
TOPZUSTAND + RUHELAGE + SONNIG + viel GRÜN!,"1190 Wien, 19. Bezirk, Döbling",Hacker & Partner GesmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/topzustand-ruhelage-sonnig-viel-gruen-2052337101/,,80.0,3.0,1250.0
"2 - Zimmerwohnung, zentral, 10. Bezirk","1100 Wien, 10. Bezirk, Favoriten, Herndlgasse 7",s REAL - Wien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/2-zimmerwohnung-zentral-10-bezirk-1805281106/,,48.0,2.0,829.9
Moderne 2 Zimmerwohnung im 15. Bezirk mit optimaler Verkehrsanbindung,"1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus, Ullmannstraße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/moderne-2-zimmerwohnung-im-15-bezirk-mit-optimaler-verkehrsanbindung-1324624602/,Balkon,41.0,2.0,820.0
Freundliche 2 Zimmer- Altbauwohnung Nähe Währinger Straße,"1090 Wien, 09. Bezirk, Alsergrund, Währingerstraße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/freundliche-2-zimmer-altbauwohnung-naehe-waehringer-strasse-1338181839/,,51.0,2.0,980.0
Wunderschöne Zweizimmer-Terrassen-Wohnung im EG Kahlenbergerstraße 1g - Top 2,"1190 Wien, 19. Bezirk, Döbling, Kahlenbergerstraße 1g",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/wunderschoene-zweizimmer-terrassen-wohnung-im-eg-kahlenbergerstrasse-1g-top-2-1921816598/,Terrasse,81.0,2.0,1199.0
1 Monat MIETFREI | PFALZGASSE 29 - Zwei Zimmer und ein Balkon - TRAUMHAFTER ERSTBEZUG,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",OPTIN Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-pfalzgasse-29-zwei-zimmer-und-ein-balkon-traumhafter-erstbezug-1201153703/,Balkon,38.0,2.0,829.0
ERSTBEZUG: Aufleben direkt am Wienerwald | exzellente U4 Anbindung,"1130 Wien, 13. Bezirk, Hietzing",Manuel Hacker Realconsult GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/erstbezug-aufleben-direkt-am-wienerwald-exzellente-u4-anbindung-961417628/,"Balkon, Loggia, Garten",60.0,2.0,1290.01
ERSTBEZUG: Aufleben direkt am Wienerwald | exzellente U4 Anbindung,"1130 Wien, 13. Bezirk, Hietzing",Manuel Hacker Realconsult GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/erstbezug-aufleben-direkt-am-wienerwald-exzellente-u4-anbindung-2130952314/,"Balkon, Loggia, Garten",65.0,3.0,1550.0
Helle 3 - Zimmer Wohnung mit toller Loggia + Hervorragender Aussicht - Jetzt anfragen!,"1230 Wien, 23. Bezirk, Liesing, Breitenfurter Straße 378",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/helle-3-zimmer-wohnung-mit-toller-loggia-hervorragender-aussicht-jetzt-anfragen-1677930642/,"Terrasse, Balkon, Loggia",71.0,3.0,1249.0
ERSTBEZUG: Aufleben direkt am Wienerwald | exzellente U4 Anbindung,"1130 Wien, 13. Bezirk, Hietzing",Manuel Hacker Realconsult GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/erstbezug-aufleben-direkt-am-wienerwald-exzellente-u4-anbindung-1984518370/,"Balkon, Loggia, Garten",56.0,2.0,1290.0
"""Flori Flats"": Singlewohnung mit Kaufoption in Stammersdorf","1210 Wien, 21. Bezirk, Floridsdorf, Edi-Finger-Straße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-flori-flats-singlewohnung-mit-kaufoption-in-stammersdorf-761411350/,"Loggia, Garten",38.0,1.0,690.0
"Mietwohnung genießen, Kaufoption nutzen: Wohnen in Stammersdorfer Naturkulisse","1210 Wien, 21. Bezirk, Floridsdorf, Edi-Finger-Straße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/mietwohnung-geniessen-kaufoption-nutzen-wohnen-in-stammersdorfer-naturkulisse-761411356/,"Terrasse, Loggia, Garten",44.0,2.0,720.0
"Ihr neues Zuhause in den ""Flori Flats"": Mietwohnungen mit Kaufoption","1210 Wien, 21. Bezirk, Floridsdorf, Edi-Finger-Straße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/ihr-neues-zuhause-in-den-flori-flats-mietwohnungen-mit-kaufoption-761411372/,"Terrasse, Loggia, Garten",47.0,2.0,860.0
"Jetzt mieten, später kaufen: Wohnen in Stammersdorfer Naturidylle","1210 Wien, 21. Bezirk, Floridsdorf, Edi-Finger-Straße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/jetzt-mieten-spaeter-kaufen-wohnen-in-stammersdorfer-naturidylle-761411382/,"Loggia, Garten",49.0,2.0,770.0
Neubau - Pärchenwohnung mit Blick zur Innenstadt - Nähe U1 Station Donau,"1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße",ESTINA Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/neubau-paerchenwohnung-mit-blick-zur-innenstadt-naehe-u1-station-donau-2132364416/,"Balkon, Loggia",50.0,2.0,1490.0
Neubauwohnung mit Fußbodenheizung im Winter und Temperierung im Sommer - Nähe Alte Donau,"1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße",ESTINA Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/neubauwohnung-mit-fussbodenheizung-im-winter-und-temperierung-im-sommer-naehe-alte-donau-1945377317/,"Balkon, Loggia",44.0,2.0,1280.0
Top sanierte 3 Zimmer Wohnung mit Balkon in Bestlage 7. Bezirk,"1070 Wien, 07. Bezirk, Neubau",Dirk Hartmann Immobilien e.U.,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/top-sanierte-3-zimmer-wohnung-mit-balkon-in-bestlage-7-bezirk-1252253717/,Balkon,117.0,3.0,1990.0
"Moderne Neubauwohnung mit Balkon und Einbauküche! Nahe Straßenbahn 26, Lorettowiese und SCN","1210 Wien, 21. Bezirk, Floridsdorf, Prager Straße 105 109",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moderne-neubauwohnung-mit-balkon-und-einbaukueche-nahe-strassenbahn-26-lorettowiese-und-scn-1740472691/,Loggia,40.0,2.0,798.99
Traumwohnungen in Top-Lage zu Vermieten!,"1210 Wien, 21. Bezirk, Floridsdorf, Prager Straße 105 109",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/traumwohnungen-in-top-lage-zu-vermieten-1838735477/,"Balkon, Loggia",55.0,2.0,1025.01
"Innenhofseitige Neubauwohnung mit großem Balkon und Abstellraum nahe S-Bahn Jedlersdorf, Straßenbahn 26 und SCN! Einbauküche inkludiert","1210 Wien, 21. Bezirk, Floridsdorf, Prager Straße 105 109",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/innenhofseitige-neubauwohnung-mit-grossem-balkon-und-abstellraum-nahe-s-bahn-jedlersdorf-strassenbahn-26-und-scn-einbaukueche-inkludiert-1100547455/,"Balkon, Loggia",55.0,2.0,1025.01
Hochwertige 4 Zimmerwohnung - charmantes Jugendstilgebäude - Nähe Hundertwasserhaus,"1030 Wien, 03. Bezirk, Landstraße, Custozzagasse",Immobiliaris GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/hochwertige-4-zimmerwohnung-charmantes-jugendstilgebaeude-naehe-hundertwasserhaus-1262804982/,,119.0,4.0,1847.15
Exklusive 5 Zimmer-Altbauwohnung mit Klimaanlage und Balkon in bester Innenstadtlage,"1010 Wien, 01. Bezirk, Innere Stadt",EDEX Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/exklusive-5-zimmer-altbauwohnung-mit-klimaanlage-und-balkon-in-bester-innenstadtlage-1224177345/,Balkon,150.0,5.0,3490.0
"Tolle 3-Zimmer Wohnung mit großem Innenhof-Balkon! Nahe Straßenbahn 26, S-Bahn Jedlersdorf, Lorettowiese und SCN!","1210 Wien, 21. Bezirk, Floridsdorf, Prager Straße 105 109",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/tolle-3-zimmer-wohnung-mit-grossem-innenhof-balkon-nahe-strassenbahn-26-s-bahn-jedlersdorf-lorettowiese-und-scn-1961260483/,Balkon,76.0,3.0,1335.0
Familienwohnung mit Abstellraum und Loggia - Nähe Donauzentrum,"1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße",ESTINA Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/familienwohnung-mit-abstellraum-und-loggia-naehe-donauzentrum-794338721/,"Balkon, Loggia",73.0,3.0,2000.0
"geräumige 2- Zimmerwohnung, 10. Bezirk","1100 Wien, 10. Bezirk, Favoriten, Muhrengasse 53",s REAL - Wien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/geraeumige-2-zimmerwohnung-10-bezirk-1283079500/,,67.0,2.0,959.45
"Stadlauer Straße 64, 1220 Wien - Parkplätze","1220 Wien, 22. Bezirk, Donaustadt, Stadlauer Straße 64",Haring Immobilien Treuhand GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/stadlauer-strasse-64-1220-wien-parkplaetze-770328561/,,,,
"Wunderschöne, gut aufgeteilte 3-Zimmer-Wohnung - Nähe Schloss Hetzendorf!","1120 Wien, 12. Bezirk, Meidling, Hetzendorfer Straße 72",IMV Makler GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/wunderschoene-gut-aufgeteilte-3-zimmer-wohnung-naehe-schloss-hetzendorf-1276474563/,Loggia,83.0,3.0,1493.75
Erstbezug: Hofseitige 3-Zimmer-Altbauwohnung in City Nähe - Miete 1090 Wien,"1090 Wien, 09. Bezirk, Alsergrund",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/erstbezug-hofseitige-3-zimmer-altbauwohnung-in-city-naehe-miete-1090-wien-2026284473/,,83.0,3.0,1549.0
Traumwohnungen in Top-Lage zu Vermieten!,"1210 Wien, 21. Bezirk, Floridsdorf, Prager Straße 105 109",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/traumwohnungen-in-top-lage-zu-vermieten-1055837955/,Loggia,40.0,2.0,798.99
"Tolle 3-Zimmer Neubauwohnung - Nahe Donau, Lorettowiese & SCN - in 6min. zum Bahnhof Floridsdorf","1210 Wien, 21. Bezirk, Floridsdorf, Prager Straße 105 109",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/tolle-3-zimmer-neubauwohnung-nahe-donau-lorettowiese-scn-in-6min-zum-bahnhof-floridsdorf-1306116855/,Balkon,76.0,3.0,1335.0
UNI Wien 3er WG tauglich,"1010 Wien, 01. Bezirk, Innere Stadt, Mölker Bastei",MF Immobilien Consulting GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/uni-wien-3er-wg-tauglich-1723863588/,,124.0,4.0,2828.24
LEO 131 - Hochwertige Innenhof-Wohnung mit 2 Terrassen im 4.OG! Grüne und gut angebundene Lage,"1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Straße 131",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/leo-131-hochwertige-innenhof-wohnung-mit-2-terrassen-im-4-og-gruene-und-gut-angebundene-lage-926759816/,"Terrasse, Dachterrasse",55.0,2.0,999.32
11.Simmeringer Hauptstrasse PROVISIONSFREIE NEUBAU-GROSSGARCONNIERE IN U3 NÄHE MIT GARTENBLICK,"1110 Wien, 11. Bezirk, Simmering",Mag. Fritz Real,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/11-simmeringer-hauptstrasse-provisionsfreie-neubau-grossgarconniere-in-u3-naehe-mit-gartenblick-871526105/,,45.0,1.0,699.0
Provisionsfrei: Wohntraum im 27. Stock des Helio Towers,"1030 Wien, 03. Bezirk, Landstraße, Döblerhofstraße 10, Top 327",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/provisionsfrei-wohntraum-im-27-stock-des-helio-towers-1858428950/,"Balkon, Loggia",79.0,3.0,1661.1
Provisionsfreie Mietwohnung in Wien Donaustadt,"1220 Wien, 22. Bezirk, Donaustadt, Donaufelderstraße 221",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/provisionsfreie-mietwohnung-in-wien-donaustadt-1144096358/,Balkon,42.0,2.0,1220.0
"Perfekte 2-er WG (2 Eingängen, 2x Bad/WC) mit Terrasse in U4-Nähe!!!","1150 Wien, 15. Bezirk, Rudolfsheim-Fünfhaus",Hubner Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1150-rudolfsheim-fuenfhaus/perfekte-2-er-wg-2-eingaengen-2x-bad-wc-mit-terrasse-in-u4-naehe-1468930243/,Terrasse,94.0,2.0,1399.0
"MÖBLIERTE & WG-GEEIGNETE DACHGESCHOSSWOHNUNG MIT TERRASSE, HERRLICHEM FERNBLICK & TIEFGARAGENSTELLPLATZ","1210 Wien, 21. Bezirk, Floridsdorf",IMMOBILIEN MÖRTL GesmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moeblierte-wg-geeignete-dachgeschosswohnung-mit-terrasse-herrlichem-fernblick-tiefgaragenstellplatz-786398682/,"Terrasse, Garten",110.0,4.0,1980.0
Nette 2 Zimmer- Altbauwohnung Nähe Währinger Straße,"1090 Wien, 09. Bezirk, Alsergrund, Währingerstraße",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/nette-2-zimmer-altbauwohnung-naehe-waehringer-strasse-1467811369/,,33.0,2.0,640.01
SKYVIEW - Einzigartige Penthouse Wohnung mit atemberaubendem Fernblick - 4 Zimmer mit großzügiger Außenfläche - City Gate - U1 Leopoldau,"1210 Wien, 21. Bezirk, Floridsdorf",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/skyview-einzigartige-penthouse-wohnung-mit-atemberaubendem-fernblick-4-zimmer-mit-grosszuegiger-aussenflaeche-city-gate-u1-leopoldau-2033776042/,"Terrasse, Balkon",154.0,4.0,2900.0
Traumhafte 4 Zimmer mit Terrasse - zentral begehbar!,"1180 Wien, 18. Bezirk, Währing, Naaffgasse",MF Immobilien Consulting GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/traumhafte-4-zimmer-mit-terrasse-zentral-begehbar-2012374533/,"Terrasse, Balkon",86.0,4.0,1883.81
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1295801284/,Balkon,38.0,2.0,829.0
Erstbezug: Hochwertige 2-Zimmer-Wohnung mit Außenfläche im Neubauprojekt SOPHIE - zu mieten in 1090 Wien,"1090 Wien, 09. Bezirk, Alsergrund",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/erstbezug-hochwertige-2-zimmer-wohnung-mit-aussenflaeche-im-neubauprojekt-sophie-zu-mieten-in-1090-wien-966384310/,"Balkon, Loggia",45.0,2.0,1350.0
Erstbezug nach Komplettsanierung - Klassische Altbauwohnung Nähe Rudolfspark,"1010 Wien, 01. Bezirk, Innere Stadt",Spiegelfeld Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/erstbezug-nach-komplettsanierung-klassische-altbauwohnung-naehe-rudolfspark-1283879333/,,111.0,3.0,2496.88
1130 Wien - 3 Zimmerwohnung mit Loggia,"1130 Wien, 13. Bezirk, Hietzing",s REAL - Wien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/1130-wien-3-zimmerwohnung-mit-loggia-1014484719/,Loggia,74.0,3.0,998.0
Erstbezug: Hochwertige 2-Zimmer-Wohnung mit Außenfläche im Neubauprojekt SOPHIE - zu mieten in 1090 Wien,"1090 Wien, 09. Bezirk, Alsergrund",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/erstbezug-hochwertige-2-zimmer-wohnung-mit-aussenflaeche-im-neubauprojekt-sophie-zu-mieten-in-1090-wien-1397743678/,"Balkon, Loggia",45.0,2.0,1255.0
Erstbezug: Hochwertige 2-Zimmer-Wohnung mit Außenfläche im Neubauprojekt SOPHIE - zu mieten in 1090 Wien,"1090 Wien, 09. Bezirk, Alsergrund",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/erstbezug-hochwertige-2-zimmer-wohnung-mit-aussenflaeche-im-neubauprojekt-sophie-zu-mieten-in-1090-wien-1249730857/,"Balkon, Loggia",46.0,2.0,1550.0
Attraktive 2-Zimmer-Wohnung mit Außenfläche - im Neubauprojekt JOSEPH - in 1090 Wien zu mieten,"1090 Wien, 09. Bezirk, Alsergrund",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/attraktive-2-zimmer-wohnung-mit-aussenflaeche-im-neubauprojekt-joseph-in-1090-wien-zu-mieten-924725566/,,49.0,2.0,1229.01
Neubauprojekt JOSEPH/Turm: Hochwertige 3-Zimmer-Wohnung mit Außenfläche - in 1090 Wien zu mieten,"1090 Wien, 09. Bezirk, Alsergrund",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/neubauprojekt-joseph-turm-hochwertige-3-zimmer-wohnung-mit-aussenflaeche-in-1090-wien-zu-mieten-1277420651/,,63.0,3.0,1859.0
"UNBEFRISTET - Lichtdurchflutete, ruhige und moderne 4-Zimmer Dachgeschosswohnung mit Wohnküche, 3 Terrassen, Abstellraum und Kellerabteil","1070 Wien, 07. Bezirk, Neubau, Halbgasse",viennareal Immobilienmanagement GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/unbefristet-lichtdurchflutete-ruhige-und-moderne-4-zimmer-dachgeschosswohnung-mit-wohnkueche-3-terrassen-abstellraum-und-kellerabteil-1898924880/,"Terrasse, Dachterrasse",121.0,4.0,2452.98
Zieglergasse: Super-schicke 3-Zimmer Neubauwohnung in fantastischer Lage - AB JÄN 2025!!,"1070 Wien, 07. Bezirk, Neubau",Hubner Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/zieglergasse-super-schicke-3-zimmer-neubauwohnung-in-fantastischer-lage-ab-jaen-2025-1656212204/,Loggia,75.0,3.0,1850.0
Top-moderne Neubauwohnung - Nähe Bahnhof Meidling und U6 - AB NOV 2024!,"1120 Wien, 12. Bezirk, Meidling",Hubner Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/top-moderne-neubauwohnung-naehe-bahnhof-meidling-und-u6-ab-nov-2024-2096906570/,Loggia,50.0,2.0,1049.0
Wundervolle 1-Zimmer Wohnung in toller Lage - Einbauküche und Balkon inklusive - ab 01.02.2025 beziehbar!,"1120 Wien, 12. Bezirk, Meidling, Pohlgasse 26",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/wundervolle-1-zimmer-wohnung-in-toller-lage-einbaukueche-und-balkon-inklusive-ab-01-02-2025-beziehbar-958073435/,Balkon,31.0,1.0,699.0
Familienfreundliche 5-Zimmer Wohnung direkt in der Währinger Straße,"1180 Wien, 18. Bezirk, Währing, Währinger Straße",VEST Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/familienfreundliche-5-zimmer-wohnung-direkt-in-der-waehringer-strasse-1237570560/,,192.0,5.0,2155.16
Moderne 2-Zimmer-Wohnung in Top-Lage zu Vermieten! Jetzt anfragen!,"1210 Wien, 21. Bezirk, Floridsdorf, Prager Straße 105 109",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/moderne-2-zimmer-wohnung-in-top-lage-zu-vermieten-jetzt-anfragen-1328690120/,Loggia,54.0,2.0,964.99
Mit Blick auf die Donau - Wohnung mit großem Balkon - offen und lichtdurchflutet - Nähe U1 Station Kaisermühlen,"1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße",ESTINA Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/mit-blick-auf-die-donau-wohnung-mit-grossem-balkon-offen-und-lichtdurchflutet-naehe-u1-station-kaisermuehlen-1308986459/,"Balkon, Loggia",55.0,2.0,1900.0
"3 Zimmer Wohnung in der 1080, Wien zu vermieten","1080 Wien, 08. Bezirk, Josefstadt, Lange Gasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1080-josefstadt/3-zimmer-wohnung-in-der-1080-wien-zu-vermieten-938760142/,,89.0,3.0,1200.0
"Süd-Neubauwohnung mit Balkon nahe S-Bahn Jedlersdorf, Straßenbahn 26 und SCN! Einbauküche inkludiert","1210 Wien, 21. Bezirk, Floridsdorf, Prager Straße 105 109",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/sued-neubauwohnung-mit-balkon-nahe-s-bahn-jedlersdorf-strassenbahn-26-und-scn-einbaukueche-inkludiert-1560970127/,Loggia,54.0,2.0,964.99
Gatterholzgasse - Unbefristet - Kleinwohnung nahe Schönbrunn/Gloriette - gute Verkehrsanbindung,"1120 Wien, 12. Bezirk, Meidling",KREFINA IMMOBILIEN GMBH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/gatterholzgasse-unbefristet-kleinwohnung-nahe-schoenbrunn-gloriette-gute-verkehrsanbindung-919900108/,,47.0,1.0,537.11
36m2 Wohnung privat zu vermieten (ohne Maklerprovision! ),"1160 Wien, 16. Bezirk, Ottakring, Friedrich-Kaiser-Gasse 25",Gewerblicher Anbieter,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/36m2-wohnung-privat-zu-vermieten-ohne-maklerprovision-1722180137/,,36.0,,695.0
Hochwertige 3-Zimmer-Wohnung mit Außenfläche im Neubauprojekt SOPHIE - Erstbezug - zu mieten in 1090 Wien,"1090 Wien, 09. Bezirk, Alsergrund",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/hochwertige-3-zimmer-wohnung-mit-aussenflaeche-im-neubauprojekt-sophie-erstbezug-zu-mieten-in-1090-wien-1835603166/,"Balkon, Loggia",77.0,3.0,1895.0
"Wohnen beim Kirschblütenpark - Spitzen Grundriss - Top Preis Leistungsverhältnis - ""ALL INCLUSIVE"" Wohnungen!","1220 Wien, 22. Bezirk, Donaustadt, Tokiostraße 12",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/wohnen-beim-kirschbluetenpark-spitzen-grundriss-top-preis-leistungsverhaeltnis-all-inclusive-wohnungen-2118644743/,,38.0,1.0,702.56
"Frisch sanierte DG-Maisonette mit Blick ins Grüne, Terrasse und Klimaanlage bei Schloß Schönbrunn","1120 Wien, 12. Bezirk, Meidling, Bischoffgasse 7",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/frisch-sanierte-dg-maisonette-mit-blick-ins-gruene-terrasse-und-klimaanlage-bei-schloss-schoenbrunn-1093722034/,Terrasse,135.0,5.0,1999.0
Stadtblick auf 3 Zimmern mit kleinem Balkon im 9. Stock direkt am Modenapark - zu mieten in 1030 Wien,"1030 Wien, 03. Bezirk, Landstraße",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/stadtblick-auf-3-zimmern-mit-kleinem-balkon-im-9-stock-direkt-am-modenapark-zu-mieten-in-1030-wien-878381947/,Balkon,108.0,3.0,2395.0
Erstklassige 3-Zimmer Wohnung nahe Einsiedlerplatz in 1050 Wien zu mieten,"1050 Wien, 05. Bezirk, Margareten",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/erstklassige-3-zimmer-wohnung-nahe-einsiedlerplatz-in-1050-wien-zu-mieten-1486448161/,,98.0,3.0,1596.5
GREEN KAGRAN GARTENWOHNUNG U1 Erstbezug zur Vermietung,"1220 Wien, 22. Bezirk, Donaustadt, Donaufelder Straße 205",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/green-kagran-gartenwohnung-u1-erstbezug-zur-vermietung-1781631996/,Garten,49.0,2.0,1047.0
